log_id,tower_id,region,timestamp,latency_ms,packet_loss_pct
115,43,North,2025-02-18 16:41:13.575674,124.12,3.22
116,24,East,2025-04-06 07:13:25.513452,81.26,1.66
117,13,South,2025-06-05 05:42:33.360718,114.64,3.19
118,47,East,2025-02-11 13:13:50.435690,125.09,2.77
119,21,North,2025-09-18 18:18:14.702337,111.17,4.09
120,37,East,2025-09-27 08:25:12.505355,96.87,2.94
121,47,West,2025-01-09 20:48:45.397273,84.41,1.7
122,3,West,2025-03-01 01:06:06.930389,86.96,2.38
123,39,South,2025-09-13 03:17:26.339952,102.76,0.83
124,41,South,2025-09-14 09:02:25.161955,62.28,4.89
125,38,East,2025-03-18 10:07:46.298289,101.06,3.62
126,38,East,2025-05-20 19:35:08.879126,117.31,2.18
127,27,North,2025-10-09 04:54:44.249379,70.79,1.51
128,41,East,2025-08-04 20:07:18.238943,123.83,2.89
129,48,North,2025-03-25 22:08:51.485516,154.22,1.43
130,39,West,2025-09-10 06:00:45.646739,98.73,1.83
131,44,East,2025-06-04 17:26:25.201674,95.6,0.52
132,18,East,2025-07-14 15:13:11.917181,97.45,4.06
133,21,West,2025-02-07 22:39:08.104253,102.05,1.36
134,35,South,2025-01-10 08:41:07.936873,94.04,4.36
135,29,West,2025-04-25 02:11:31.887339,61.3,2.59
136,25,West,2025-07-01 23:06:57.357326,97.01,1.91
137,16,West,2025-02-24 09:30:28.294284,80.41,4.98
138,38,North,2025-09-24 15:20:45.324112,103.27,2.13
139,46,South,2025-06-29 18:27:16.372366,126.28,1.82
140,7,North,2025-04-18 03:15:45.144504,81.03,4.17
141,49,West,2025-02-20 02:04:17.628528,135.06,0.54
142,10,West,2025-10-01 23:51:50.619112,92.7,4.23
143,5,North,2025-08-18 09:59:36.230548,83.19,0.73
144,41,North,2025-07-31 00:05:23.617186,113.74,1.58
145,39,East,2025-03-29 07:41:22.771970,90.44,1.99
146,30,East,2025-04-29 09:50:25.539701,99.11,2.86
147,47,West,2025-02-19 21:36:54.050630,100.46,4.1
148,46,West,2025-06-25 06:57:33.939094,112.5,2.74
149,27,West,2025-10-23 13:35:56.547357,98.51,2.88
150,12,North,2025-09-20 13:03:33.562032,96.31,4.75
151,17,West,2025-07-18 07:13:05.266681,92.19,1.1
152,38,North,2025-07-27 14:04:54.063668,110.32,1.01
153,15,North,2025-03-24 10:10:11.824041,89.44,2.52
154,23,South,2025-05-06 10:29:42.814827,127.06,2.32
155,41,South,2025-01-07 03:24:54.203582,100.69,0.15
156,39,North,2025-08-28 00:24:29.664323,66.38,0.66
157,17,East,2025-08-24 02:49:00.010975,106.19,2.11
158,9,North,2025-01-03 17:24:49.000784,109.52,2.59
159,35,West,2025-10-07 05:00:45.285148,127.33,3.92
160,45,East,2025-07-18 07:09:24.608896,85.25,3.82
161,45,West,2025-07-04 03:17:58.407451,82.47,1.69
162,4,West,2025-01-03 14:13:16.152107,113.21,2.35
163,14,East,2025-03-19 07:27:00.801328,123.35,1.65
164,41,South,2025-09-04 14:35:33.360296,84.5,0.69
165,16,East,2025-04-04 13:35:21.349039,105.44,1.13
166,47,North,2025-10-24 05:05:14.813181,98.85,3.06
167,2,East,2025-07-16 21:06:36.788407,85.15,2.44
168,1,West,2025-05-10 19:37:07.944961,97.68,3.51
169,33,North,2025-04-26 07:39:43.599370,121.7,1.44
170,45,West,2025-04-17 19:32:17.857564,100.77,0.43
171,30,West,2025-03-19 04:34:13.444488,96.63,2.88
172,1,South,2025-05-23 22:56:02.260186,112.07,3.96
173,20,West,2025-07-27 10:24:45.441549,123.74,0.68
174,46,East,2025-09-10 11:55:37.870942,80.7,1.46
175,49,West,2025-05-02 15:40:11.554497,106.29,1.11
176,44,South,2025-02-01 08:08:53.492332,92.82,3.59
177,30,East,2025-06-06 16:23:48.949156,100.86,2.7
178,8,South,2025-07-22 21:18:39.876885,113.74,2.31
179,21,East,2025-09-16 07:24:29.821267,94.34,3.01
180,32,North,2025-04-25 15:09:10.478167,59.5,4.93
181,29,West,2025-07-18 06:56:25.622595,98.36,3.29
182,36,South,2025-07-06 13:26:11.083640,119.82,4.48
183,4,West,2025-04-02 10:14:52.837514,109.0,2.08
184,40,North,2025-02-03 02:43:52.562589,97.91,3.01
185,9,North,2025-01-20 13:17:54.889809,102.79,1.22
186,36,North,2025-10-30 17:56:34.990605,101.3,3.73
187,29,North,2025-07-16 05:20:13.476648,65.13,3.88
188,27,East,2025-09-21 21:15:43.057578,103.14,2.76
189,11,North,2025-03-21 23:49:24.428005,74.59,2.41
190,42,East,2025-08-06 19:36:40.407550,123.09,3.09
191,49,East,2025-10-01 08:17:33.599237,74.18,4.81
192,29,West,2025-04-02 12:33:54.360741,91.86,2.56
193,23,South,2025-02-15 22:12:22.847822,88.17,1.78
194,46,South,2025-08-23 11:23:26.544019,131.1,2.04
195,22,East,2025-10-03 14:03:21.805558,122.13,2.72
196,25,South,2025-09-04 17:07:24.174531,54.51,2.49
197,47,North,2025-09-03 18:34:59.106262,99.76,0.85
198,24,South,2025-07-03 19:08:57.529037,77.58,0.63
199,16,North,2025-07-22 07:53:37.062669,103.21,3.3
200,30,South,2025-07-28 12:34:51.616708,113.25,2.01
201,31,East,2025-08-09 22:31:07.812214,104.9,3.85
202,18,South,2025-07-20 18:10:55.953332,114.54,1.84
203,23,East,2025-11-02 12:54:05.639645,94.86,1.35
204,9,East,2025-03-21 11:10:27.082341,105.55,1.43
205,35,South,2025-05-09 05:05:19.609691,113.76,0.16
206,47,South,2025-04-29 22:24:21.577801,91.13,0.38
207,23,West,2025-01-11 19:38:52.543946,82.92,1.16
208,39,East,2025-08-05 21:22:27.355328,87.14,3.99
209,26,South,2025-06-25 05:22:27.278904,97.65,2.15
210,8,West,2025-02-28 04:09:45.814060,100.3,2.04
211,25,East,2025-08-11 13:14:12.720511,106.73,3.51
212,12,North,2025-03-10 02:42:16.877666,85.26,3.6
213,39,South,2025-06-13 18:22:26.251556,114.38,4.73
214,36,East,2025-08-29 10:10:35.719454,136.4,2.21
215,30,East,2025-10-05 16:20:11.055009,88.31,4.66
216,10,South,2025-07-25 19:14:46.104184,149.05,0.38
217,23,West,2025-06-05 09:31:44.277078,139.67,3.96
218,39,South,2025-09-16 23:06:21.292950,100.24,2.92
219,19,East,2025-09-15 11:57:42.005216,97.06,0.12
220,42,South,2025-09-26 11:33:28.730887,86.87,1.65
221,11,South,2025-02-25 11:37:17.821794,117.48,4.23
222,46,East,2025-01-30 21:31:46.760312,101.57,0.64
223,23,North,2025-02-09 04:34:56.289204,103.66,2.66
224,5,South,2025-03-21 05:28:51.669416,83.31,1.33
225,24,East,2025-09-05 14:32:45.659688,118.1,1.92
226,16,East,2025-08-22 16:35:56.413900,95.48,3.68
227,39,East,2025-02-26 01:49:42.238527,78.91,4.64
228,48,East,2025-07-28 04:54:38.090440,98.66,2.27
229,33,West,2025-04-13 19:24:16.453785,84.5,0.09
230,23,South,2025-01-28 08:29:17.920768,127.36,0.5
231,19,West,2025-04-19 19:52:06.784322,139.34,1.67
232,1,North,2025-08-16 23:03:53.557697,99.22,3.48
233,34,South,2025-04-05 01:32:22.831218,121.5,2.46
234,22,East,2025-08-30 09:39:09.924730,120.95,4.57
235,12,West,2025-04-12 11:40:49.502349,40.92,1.0
236,9,South,2025-03-21 19:30:11.423805,87.17,1.54
237,31,South,2025-04-01 01:43:08.494305,102.44,1.24
238,5,South,2025-09-18 17:42:19.019845,91.62,1.52
239,11,West,2025-05-25 03:09:11.182519,85.69,1.21
240,30,South,2025-09-23 09:17:50.478882,122.43,0.85
241,13,West,2025-06-28 18:09:11.497850,90.87,2.27
242,1,South,2025-10-17 06:02:08.758082,106.78,2.53
243,28,East,2025-01-22 19:32:34.899519,120.43,4.05
244,15,West,2025-09-30 10:37:20.501742,128.73,0.22
245,40,East,2025-06-03 07:15:47.419788,79.0,0.73
246,31,West,2025-09-23 17:24:58.499630,80.55,1.45
247,13,West,2025-04-27 21:50:38.874912,104.48,3.32
248,18,South,2025-04-02 09:21:52.422686,61.07,1.91
249,37,South,2025-01-17 13:26:13.137517,81.44,1.45
250,21,East,2025-09-19 15:57:00.284106,124.87,2.71
251,24,North,2025-02-12 01:50:30.238982,112.71,3.61
252,13,West,2025-03-03 08:28:54.802038,97.65,0.44
253,42,South,2025-05-06 08:10:36.949213,109.49,3.05
254,42,South,2025-06-24 09:58:29.091049,114.15,4.1
255,12,North,2025-10-05 17:01:50.158844,72.49,2.56
256,3,North,2025-05-21 03:50:23.358976,90.53,2.74
257,49,North,2025-04-07 21:53:43.302409,147.39,4.74
258,50,West,2025-08-08 05:14:31.281383,127.91,4.51
259,28,South,2025-08-27 14:23:30.868669,104.84,4.72
260,6,West,2025-05-30 08:27:15.279745,106.03,0.49
261,21,West,2025-07-13 07:02:31.768926,99.27,4.23
262,10,South,2025-02-24 03:55:29.718564,65.24,2.53
263,15,South,2025-07-14 08:31:26.149685,88.01,1.26
264,16,North,2025-01-02 10:39:04.827851,108.24,3.66
265,7,West,2025-03-25 18:50:31.669560,90.97,1.32
266,15,West,2025-08-22 03:55:05.216886,79.64,1.75
267,45,East,2025-02-21 15:30:23.342625,81.99,2.78
268,35,East,2025-08-23 04:06:28.511653,128.39,0.5
269,46,North,2025-05-30 23:07:46.752941,89.94,3.24
270,32,South,2025-08-22 21:23:04.051481,123.58,3.63
271,12,North,2025-01-27 23:14:11.756237,106.12,3.08
272,45,East,2025-07-08 05:21:08.668207,95.38,2.14
273,11,West,2025-07-14 01:05:18.263874,84.81,1.69
274,50,North,2025-05-04 13:33:00.707748,113.27,4.05
275,24,East,2025-10-23 16:36:53.484029,120.76,2.21
276,35,East,2025-04-28 09:57:12.732826,115.28,3.58
277,9,South,2025-01-12 13:20:16.662150,74.28,3.16
278,42,North,2025-03-03 01:59:43.308637,89.89,4.88
279,18,North,2025-04-25 06:51:28.008935,92.13,3.37
280,25,South,2025-01-05 07:29:16.957977,61.82,2.71
281,49,South,2025-04-09 16:45:08.172297,109.29,0.29
282,11,West,2025-09-13 05:29:12.449325,112.18,4.99
283,33,East,2025-02-28 09:01:34.004828,111.45,3.26
284,35,East,2025-07-27 07:07:08.540941,107.94,4.28
285,42,West,2025-07-11 23:05:37.162613,93.75,4.38
286,9,East,2025-03-18 05:13:30.194384,84.08,1.01
287,14,West,2025-08-01 10:27:08.568932,93.68,4.27
288,29,East,2025-04-16 11:29:23.807939,106.29,3.43
289,43,North,2025-02-09 11:50:08.686787,125.66,2.1
290,7,South,2025-04-28 11:40:27.131536,101.56,0.97
291,41,South,2025-06-30 07:37:01.124752,100.88,2.66
292,50,West,2025-02-21 03:51:00.573676,63.28,4.03
293,16,East,2025-09-10 08:29:38.733649,107.63,3.9
294,31,East,2025-04-02 08:14:09.971085,127.31,0.96
295,28,North,2025-03-31 02:01:21.693705,97.8,3.48
296,41,South,2025-08-11 22:39:42.320666,96.32,2.05
297,27,West,2025-07-02 16:13:04.546114,92.49,0.06
298,29,West,2025-04-14 11:35:51.532327,113.99,1.5
299,21,West,2025-09-29 23:56:52.235064,62.5,2.67
300,45,South,2025-11-01 22:13:22.392815,123.6,4.38
301,31,South,2025-04-15 23:36:10.937874,95.46,2.31
302,23,North,2025-10-04 02:31:46.526537,108.0,2.75
303,36,South,2025-04-21 01:02:08.107821,115.64,1.89
304,32,East,2025-02-27 17:12:55.444838,81.77,0.04
305,1,East,2025-10-18 09:50:57.252873,99.6,2.44
306,38,East,2025-10-09 06:11:38.218698,95.04,0.11
307,42,West,2025-05-04 13:32:12.119955,77.32,2.8
308,31,South,2025-03-11 23:13:07.442788,120.58,1.5
309,44,West,2025-08-11 17:47:13.537717,93.47,1.16
310,21,West,2025-02-10 04:33:36.897747,76.58,2.67
311,10,East,2025-08-13 20:34:11.180796,100.79,0.79
312,39,East,2025-06-30 15:07:52.671802,71.54,3.35
313,21,South,2025-02-21 18:17:33.350608,90.98,2.34
314,26,West,2025-04-23 06:59:59.295847,105.88,0.35
315,10,West,2025-07-19 06:27:08.940650,69.72,2.64
316,13,North,2025-01-12 10:40:39.068068,112.62,2.59
317,8,South,2025-09-26 11:55:14.885917,101.82,2.91
318,43,East,2025-03-20 08:26:09.709910,115.76,2.01
319,12,West,2025-06-13 19:05:48.667116,115.52,2.16
320,19,North,2025-01-15 21:11:14.684893,90.32,4.14
321,5,South,2025-11-01 16:23:57.112194,90.84,3.51
322,40,West,2025-07-22 18:28:36.483804,109.51,1.45
323,11,South,2025-07-20 04:42:26.094349,78.88,3.63
324,37,North,2025-01-07 01:07:54.280531,79.0,1.15
325,6,West,2025-07-31 06:42:01.613951,87.66,2.38
326,44,South,2025-05-08 15:55:43.295643,73.04,0.22
327,44,North,2025-04-27 11:26:18.204236,76.38,2.24
328,41,East,2025-06-17 15:21:02.001429,76.97,3.13
329,19,West,2025-05-26 07:31:41.661080,93.54,4.3
330,41,South,2025-02-16 21:42:54.037134,92.66,1.28
331,24,West,2025-08-01 22:42:33.900328,118.96,3.32
332,28,North,2025-07-13 01:44:18.760354,93.88,1.71
333,50,West,2025-04-03 05:39:35.551865,98.09,4.07
334,34,West,2025-07-22 16:13:55.537015,134.61,4.77
335,20,West,2025-07-22 22:14:54.572476,55.09,2.33
336,6,South,2025-03-24 16:44:20.542745,103.91,3.45
337,28,East,2025-07-05 12:19:31.332556,95.49,4.59
338,36,West,2025-02-12 00:21:31.204485,105.91,4.08
339,8,West,2025-09-12 10:32:58.935974,88.82,0.56
340,14,West,2025-02-02 03:16:40.077940,93.76,1.46
341,1,North,2025-08-09 04:00:55.044998,124.58,4.5
342,47,West,2025-02-06 01:31:35.626352,109.22,3.12
343,49,South,2025-02-04 22:09:50.890149,94.71,2.51
344,4,North,2025-02-02 13:11:54.414932,84.52,0.22
345,31,West,2025-03-02 20:21:08.724181,78.82,3.24
346,20,East,2025-03-03 04:27:32.797351,89.99,2.32
347,18,West,2025-03-22 13:24:06.275119,44.52,4.78
348,37,West,2025-06-10 05:54:45.120826,96.41,1.07
349,44,South,2025-03-03 18:36:07.087331,134.51,2.78
350,7,West,2025-08-04 11:19:13.962759,102.44,4.65
351,3,South,2025-04-01 11:16:35.649444,86.65,0.44
352,35,North,2025-01-13 01:41:28.878627,55.16,3.04
353,44,East,2025-06-02 00:57:19.432749,83.99,2.72
354,31,West,2025-03-05 14:51:49.979079,90.02,2.66
355,12,North,2025-10-13 19:52:14.225307,104.34,3.12
356,32,West,2025-04-12 06:26:05.870390,90.7,0.95
357,2,East,2025-01-01 20:07:42.314179,135.66,2.65
358,21,West,2025-07-25 17:30:57.638039,95.05,1.98
359,22,West,2025-10-05 18:56:07.609379,119.71,4.7
360,4,East,2025-09-13 20:12:55.897826,68.28,3.36
361,42,North,2025-07-24 22:19:11.063090,98.54,4.45
362,17,North,2025-02-15 16:26:12.683124,84.18,0.47
363,49,South,2025-01-28 14:14:36.421489,120.32,2.09
364,14,East,2025-06-06 17:48:20.505603,91.93,2.2
365,39,North,2025-08-10 15:17:00.082883,125.22,0.17
366,24,South,2025-02-01 00:38:15.766997,112.33,2.97
367,28,South,2025-03-20 09:11:33.765224,89.42,1.74
368,10,South,2025-03-12 19:22:35.687446,78.49,2.35
369,17,South,2025-10-30 20:11:06.017852,85.28,0.73
370,33,North,2025-04-01 16:12:33.361042,93.78,0.17
371,49,West,2025-05-23 05:08:18.505686,112.2,0.58
372,32,North,2025-01-31 13:44:45.555407,99.2,4.73
373,41,East,2025-02-23 12:19:17.971412,115.9,3.23
374,16,North,2025-01-13 01:58:36.063781,126.98,4.13
375,17,East,2025-03-31 00:06:24.417780,100.24,3.49
376,45,East,2025-09-03 12:56:23.139239,80.38,2.93
377,26,North,2025-04-06 18:52:07.111704,106.84,1.9
378,20,South,2025-08-15 05:23:01.638304,138.35,1.7
379,9,East,2025-01-30 02:22:55.081646,117.1,2.48
380,9,East,2025-08-21 05:56:32.741233,105.29,4.12
381,16,West,2025-01-15 01:21:14.284567,82.64,0.31
382,35,West,2025-09-18 23:28:30.062552,95.73,0.26
383,21,South,2025-07-23 04:39:34.055142,69.35,3.59
384,40,West,2025-02-22 05:31:20.202513,77.43,3.71
385,29,East,2025-04-20 12:21:55.417354,107.26,0.72
386,17,East,2025-05-15 01:51:41.590733,65.58,0.67
387,9,South,2025-07-10 11:13:08.648748,92.83,1.78
388,38,South,2025-09-27 02:07:10.206279,75.5,3.96
389,10,South,2025-01-29 11:19:56.253263,78.29,3.69
390,9,North,2025-09-07 15:12:57.912335,100.6,1.98
391,22,South,2025-02-26 00:21:57.293578,85.3,2.49
392,36,North,2025-05-03 18:19:08.047439,72.02,1.72
393,29,East,2025-10-22 18:25:43.207753,88.76,0.1
394,6,South,2025-03-25 06:22:58.819433,71.42,3.86
395,6,South,2025-04-29 03:35:25.136994,123.78,4.07
396,30,South,2025-09-18 13:43:06.549502,113.34,2.47
397,46,South,2025-09-03 00:27:51.157668,113.25,3.5
398,45,West,2025-07-18 17:59:59.253128,83.54,1.23
399,1,East,2025-09-02 02:29:11.707323,107.93,3.61
400,33,South,2025-02-04 15:08:10.039684,103.39,0.95
401,9,South,2025-08-02 05:53:52.967343,84.89,1.95
402,43,East,2025-01-18 23:08:21.903290,97.96,3.71
403,24,South,2025-10-16 16:33:11.270821,68.54,2.98
404,25,North,2025-02-18 19:47:47.256200,78.95,4.36
405,39,North,2025-05-08 10:25:51.164472,97.42,0.79
406,44,South,2025-06-30 22:54:19.019019,89.82,3.48
407,7,South,2025-09-03 17:51:20.076816,106.11,1.43
408,33,South,2025-07-27 19:12:44.024704,85.37,0.99
409,29,South,2025-02-25 12:32:18.132879,92.49,2.42
410,35,East,2025-04-27 07:44:26.522885,99.02,2.51
411,7,West,2025-04-20 20:14:33.402636,83.85,1.88
412,41,South,2025-01-09 19:50:33.820132,92.17,3.36
413,13,East,2025-07-29 15:50:35.556126,103.26,2.95
414,12,South,2025-09-14 20:30:25.906895,129.9,1.0
415,38,West,2025-10-26 04:17:06.476500,83.95,1.25
416,45,East,2025-02-10 00:30:49.086324,89.91,1.12
417,35,East,2025-10-09 22:18:45.699852,154.44,4.72
418,40,North,2025-02-04 14:15:38.615931,116.89,0.98
419,31,East,2025-05-06 23:33:33.658132,122.03,2.8
420,12,North,2025-01-15 01:57:57.221356,109.84,1.28
421,15,West,2025-03-22 03:14:56.239896,121.46,0.24
422,46,West,2025-04-07 06:07:21.390689,82.93,1.1
423,41,South,2025-08-04 19:38:17.641171,119.31,2.28
424,8,West,2025-07-27 15:47:58.370448,114.09,3.49
425,8,North,2025-08-24 02:29:35.264305,78.05,1.99
426,37,East,2025-06-26 15:14:22.229112,92.77,2.9
427,41,West,2025-06-23 01:41:29.813037,58.63,2.54
428,42,South,2025-10-27 13:00:23.491985,101.79,0.12
429,7,West,2025-07-25 04:21:56.963683,118.91,2.77
430,29,East,2025-04-14 15:01:10.938775,88.95,2.25
431,17,South,2025-06-10 05:35:48.897377,80.06,1.92
432,47,South,2025-08-03 14:19:13.725173,78.82,4.18
433,17,East,2025-01-30 04:10:23.862517,98.73,1.97
434,46,South,2025-07-22 16:35:24.052782,109.66,4.23
435,22,South,2025-03-18 03:24:56.311101,130.4,1.15
436,22,East,2025-04-16 21:46:47.820594,57.28,3.72
437,25,West,2025-07-27 03:47:30.994787,127.45,3.9
438,42,North,2025-04-28 21:25:24.021984,102.84,1.08
439,26,East,2025-09-15 00:09:27.173946,117.86,1.73
440,20,North,2025-06-21 00:40:18.637312,112.84,0.86
441,14,West,2025-10-30 13:45:27.136336,99.92,1.76
442,32,West,2025-01-17 17:08:35.539232,99.17,2.77
443,16,South,2025-07-17 01:57:01.764928,106.69,1.29
444,48,North,2025-02-18 01:39:09.942419,94.2,1.13
445,31,West,2025-09-18 00:17:40.593507,95.71,1.08
446,11,South,2025-09-18 22:32:13.772002,27.98,1.36
447,44,South,2025-09-24 07:30:56.010503,110.66,3.85
448,34,East,2025-01-23 22:22:20.609612,83.89,2.31
449,44,North,2025-05-31 14:21:13.225366,119.89,0.69
450,12,East,2025-03-15 18:55:04.789698,118.05,4.83
451,30,East,2025-10-25 04:01:42.967988,90.0,0.93
452,35,West,2025-01-16 10:09:13.159700,110.86,0.63
453,12,North,2025-03-10 05:13:43.231348,108.19,2.35
454,33,North,2025-07-17 01:21:07.433291,88.06,3.91
455,29,South,2025-05-04 12:41:37.831241,112.37,3.43
456,34,North,2025-03-13 23:36:15.344769,129.11,0.09
457,1,East,2025-05-21 15:02:14.483404,120.63,0.05
458,32,South,2025-09-03 10:28:42.118258,71.82,0.16
459,30,South,2025-05-18 06:12:00.407730,108.9,1.33
460,46,South,2025-09-20 09:13:19.581470,117.01,3.44
461,27,East,2025-05-17 22:37:28.691606,86.86,0.18
462,33,South,2025-02-06 08:40:27.527425,119.89,4.66
463,17,South,2025-06-02 08:26:38.035000,84.76,2.46
464,9,South,2025-07-20 03:16:35.518329,94.01,3.84
